1.000000000000000000e+00,2.959154099573746421e-01
2.000000000000000000e+00,nan
3.000000000000000000e+00,nan
4.000000000000000000e+00,nan
5.000000000000000000e+00,nan
6.000000000000000000e+00,nan
7.000000000000000000e+00,nan
8.000000000000000000e+00,nan
9.000000000000000000e+00,nan
1.000000000000000000e+01,nan
1.100000000000000000e+01,nan
1.200000000000000000e+01,nan
1.300000000000000000e+01,nan
1.400000000000000000e+01,nan
1.500000000000000000e+01,nan
1.600000000000000000e+01,nan
1.700000000000000000e+01,nan
1.800000000000000000e+01,nan
1.900000000000000000e+01,nan
2.000000000000000000e+01,nan
2.100000000000000000e+01,nan
2.200000000000000000e+01,nan
2.300000000000000000e+01,nan
2.400000000000000000e+01,nan
2.500000000000000000e+01,nan
2.600000000000000000e+01,nan
2.700000000000000000e+01,nan
2.800000000000000000e+01,nan
2.900000000000000000e+01,nan
3.000000000000000000e+01,nan
3.100000000000000000e+01,nan
3.200000000000000000e+01,nan
3.300000000000000000e+01,nan
3.400000000000000000e+01,nan
3.500000000000000000e+01,nan
3.600000000000000000e+01,nan
3.700000000000000000e+01,nan
3.800000000000000000e+01,nan
3.900000000000000000e+01,nan
4.000000000000000000e+01,nan
4.100000000000000000e+01,nan
4.200000000000000000e+01,nan
4.300000000000000000e+01,nan
4.400000000000000000e+01,nan
4.500000000000000000e+01,nan
4.600000000000000000e+01,nan
4.700000000000000000e+01,nan
4.800000000000000000e+01,nan
4.900000000000000000e+01,nan
5.000000000000000000e+01,nan
5.100000000000000000e+01,nan
5.200000000000000000e+01,nan
5.300000000000000000e+01,nan
5.400000000000000000e+01,nan
5.500000000000000000e+01,nan
5.600000000000000000e+01,nan
5.700000000000000000e+01,nan
5.800000000000000000e+01,nan
5.900000000000000000e+01,nan
6.000000000000000000e+01,nan
6.100000000000000000e+01,nan
6.200000000000000000e+01,nan
6.300000000000000000e+01,nan
6.400000000000000000e+01,nan
6.500000000000000000e+01,nan
6.600000000000000000e+01,nan
6.700000000000000000e+01,nan
6.800000000000000000e+01,2.941967730114021795e-01
6.900000000000000000e+01,3.242538477050037615e-01
7.000000000000000000e+01,nan
7.100000000000000000e+01,nan
7.200000000000000000e+01,nan
7.300000000000000000e+01,nan
7.400000000000000000e+01,nan
7.500000000000000000e+01,nan
7.600000000000000000e+01,nan
7.700000000000000000e+01,nan
7.800000000000000000e+01,nan
7.900000000000000000e+01,nan
8.000000000000000000e+01,nan
8.100000000000000000e+01,nan
8.200000000000000000e+01,nan
8.300000000000000000e+01,nan
8.400000000000000000e+01,nan
8.500000000000000000e+01,nan
8.600000000000000000e+01,nan
8.700000000000000000e+01,nan
8.800000000000000000e+01,nan
8.900000000000000000e+01,nan
9.000000000000000000e+01,nan
9.100000000000000000e+01,nan
9.200000000000000000e+01,nan
9.300000000000000000e+01,nan
9.400000000000000000e+01,nan
9.500000000000000000e+01,nan
9.600000000000000000e+01,nan
9.700000000000000000e+01,nan
9.800000000000000000e+01,nan
9.900000000000000000e+01,nan
1.000000000000000000e+02,nan
1.010000000000000000e+02,nan
1.020000000000000000e+02,3.022162834925567476e-01
1.030000000000000000e+02,2.925904482419635078e-01
1.040000000000000000e+02,nan
1.050000000000000000e+02,nan
1.060000000000000000e+02,3.164797882085185199e-01
1.070000000000000000e+02,3.369374481392153342e-01
1.080000000000000000e+02,2.880756986874927206e-01
1.090000000000000000e+02,3.380652447517283332e-01
1.100000000000000000e+02,3.300530030673728410e-01
1.110000000000000000e+02,3.248110441273217575e-01
1.120000000000000000e+02,3.733615701184813673e-01
1.130000000000000000e+02,3.523882441233373575e-01
1.140000000000000000e+02,3.285165647066214945e-01
1.150000000000000000e+02,3.137330260664308312e-01
1.160000000000000000e+02,3.446046862010139211e-01
1.170000000000000000e+02,3.590137907333842415e-01
1.180000000000000000e+02,3.626364630289783397e-01
1.190000000000000000e+02,3.544277685924758226e-01
1.200000000000000000e+02,3.879643848868408740e-01
1.210000000000000000e+02,4.106819984370368437e-01
1.220000000000000000e+02,3.675365338213465449e-01
1.230000000000000000e+02,4.032594611601509893e-01
1.240000000000000000e+02,3.858220253820290324e-01
1.250000000000000000e+02,4.024057900029676116e-01
1.260000000000000000e+02,3.994139883429280724e-01
1.270000000000000000e+02,3.948604790851485968e-01
1.280000000000000000e+02,4.037429699985737863e-01
1.290000000000000000e+02,4.098967749175549402e-01
1.300000000000000000e+02,3.278315621372498434e-01
1.310000000000000000e+02,3.941028593811013447e-01
1.320000000000000000e+02,3.661151999849583949e-01
1.330000000000000000e+02,nan
1.340000000000000000e+02,3.813921720713041585e-01
1.350000000000000000e+02,3.588723997837268698e-01
1.360000000000000000e+02,nan
1.370000000000000000e+02,3.796841329183952007e-01
1.380000000000000000e+02,nan
1.390000000000000000e+02,nan
1.400000000000000000e+02,3.924492076258148110e-01
1.410000000000000000e+02,3.603394395717031129e-01
1.420000000000000000e+02,3.695200406046437180e-01
1.430000000000000000e+02,nan
1.440000000000000000e+02,nan
1.450000000000000000e+02,nan
1.460000000000000000e+02,nan
1.470000000000000000e+02,3.908776662394438106e-01
1.480000000000000000e+02,3.418142963933232803e-01
1.490000000000000000e+02,3.381426478006889225e-01
1.500000000000000000e+02,nan
1.510000000000000000e+02,3.316297553317498203e-01
1.520000000000000000e+02,nan
1.530000000000000000e+02,nan
1.540000000000000000e+02,nan
1.550000000000000000e+02,nan
1.560000000000000000e+02,nan
1.570000000000000000e+02,nan
1.580000000000000000e+02,nan
1.590000000000000000e+02,nan
1.600000000000000000e+02,nan
1.610000000000000000e+02,2.709024863408212025e-01
1.620000000000000000e+02,2.843121473476288297e-01
1.630000000000000000e+02,3.110210194317291066e-01
1.640000000000000000e+02,3.226433520116667730e-01
1.650000000000000000e+02,3.303374494971013098e-01
1.660000000000000000e+02,3.317318873796841761e-01
